symbol,A2058,A2780,A375,A427,CAOV3,HCT116,HT144,HT29,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,NCIH520,OCUBM,OV90,OVCAR3,PA1,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,UWB1289,VCAP
FGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLCN,3,2,2,3,2,2,2,2,2,3,1,3,1,3,2,2,4,5,3,4,3,1,4,4,2,2,4,4,1,4
FLNB,40,7,22,1,60,18,17,31,67,36,53,77,55,9,2,31,34,25,34,28,32,40,9,30,49,56,44,6,35,58
FLNC,1,12,0,18,8,11,0,0,0,6,0,3,21,0,0,0,2,4,118,0,1,0,0,14,1,7,0,0,20,1
FLOT1,60,35,17,60,83,25,44,43,41,41,31,39,23,57,35,42,51,25,47,49,53,40,88,46,30,51,41,33,27,28
FLOT2,33,31,26,39,22,22,20,46,40,32,31,39,55,18,57,19,73,32,85,19,30,67,39,34,22,30,33,12,16,50
FLT1,2,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,9,0
FLT3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
FLT3LG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
FLT4,0,1,0,4,0,0,0,0,0,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0
FMOD,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,70,0,1
FN1,159,0,22,0,75,1,516,0,1,73,153,39,0,1,58,0,777,10,27,0,652,140,435,41,0,9,3,69,526,0
FNIP1,3,3,3,5,6,5,5,6,7,6,1,4,2,3,5,3,3,4,3,18,5,5,6,7,3,11,5,4,3,4
FNIP2,2,2,1,1,0,0,2,6,4,2,0,1,0,0,0,2,5,1,1,2,1,2,6,1,2,3,1,1,1,13
FOS,3,2,24,3,7,28,48,111,80,1,76,46,15,70,5,0,22,15,2,2,24,120,75,12,58,45,0,131,15,15
FOSB,0,1,7,0,0,2,7,36,11,0,2,19,0,9,0,0,1,0,0,7,4,20,6,1,18,2,0,35,5,3
FOSL1,93,0,85,12,8,30,117,6,23,103,15,8,9,26,0,0,4,0,23,203,87,34,118,138,60,10,0,41,22,0
FOXO1,2,0,2,1,2,3,2,3,7,1,1,0,4,0,0,0,4,3,9,2,0,4,0,1,0,2,0,2,8,0
FOXO3,6,4,4,3,2,11,3,12,4,8,1,5,5,4,7,24,2,10,5,10,7,9,4,8,8,10,5,4,11,16
FPR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
FRAT1,0,1,3,2,0,0,0,2,1,0,0,0,1,0,1,1,0,2,2,1,0,0,0,0,1,1,7,0,1,1
FRAT2,5,6,8,3,3,4,2,12,6,2,5,3,7,1,6,7,5,14,18,8,2,2,4,1,6,9,18,1,8,10
FRMD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRMD6,12,3,15,2,2,2,23,0,0,3,9,7,1,8,2,2,0,0,3,21,22,6,9,17,0,0,0,44,2,0
FRS2,4,4,5,7,3,5,4,5,5,4,2,6,3,7,3,11,2,6,5,7,4,7,3,2,3,5,14,4,4,7
FSHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FST,0,0,84,0,3,0,108,0,0,12,1,0,4,0,0,0,0,49,27,0,0,0,1,0,0,0,0,5,9,0
FXYD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXYD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYB1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FYN,14,0,6,2,5,4,7,3,1,2,0,1,0,1,15,0,5,3,9,5,10,3,12,4,44,3,0,26,0,1
FZD1,5,1,6,2,2,1,10,0,5,7,1,4,2,1,16,5,1,2,1,0,5,4,1,1,0,5,2,9,1,2
FZD10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
FZD2,4,73,5,2,7,5,5,0,1,5,2,12,1,2,3,0,1,6,27,2,9,20,1,3,0,4,6,0,8,1
FZD3,1,2,0,1,0,3,0,0,2,0,1,0,2,0,2,2,1,2,3,2,1,2,1,0,2,1,1,2,1,2
FZD4,0,1,3,1,1,3,6,1,1,1,1,1,0,0,0,5,14,2,6,1,1,1,0,1,0,6,6,2,1,53
FZD5,0,4,0,1,1,3,1,8,6,1,5,2,3,1,1,0,25,1,10,6,0,3,1,0,4,7,0,3,4,6
FZD6,26,2,16,11,22,36,23,13,8,14,5,38,10,7,22,27,7,21,6,33,20,33,20,12,5,25,0,29,30,8
FZD7,3,10,12,5,2,8,14,4,6,3,4,3,3,2,0,1,3,5,56,4,9,11,4,11,0,15,2,10,24,0
FZD8,8,14,6,0,1,0,11,0,0,5,3,0,0,1,2,11,10,2,1,1,1,1,0,1,0,0,0,2,3,5
FZD9,3,1,1,0,1,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
G6PC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G6PC3,20,25,28,12,3,5,16,8,8,7,26,13,16,15,9,7,16,8,26,8,5,11,17,15,6,11,28,30,8,25
GAB1,1,1,0,1,1,1,1,4,2,1,0,5,0,0,0,6,0,1,1,0,1,1,1,1,0,2,2,0,1,1
GAB2,4,1,3,2,6,1,6,1,7,1,0,0,2,0,2,1,3,23,4,5,3,4,12,1,6,5,6,5,17,0
GABARAP,25,17,34,18,14,8,18,10,15,33,15,23,30,16,9,8,17,11,18,12,25,9,20,17,14,6,28,15,15,21
GABARAPL1,11,4,13,117,24,14,4,5,2,25,5,12,17,95,6,3,5,13,30,2,9,4,6,12,2,8,6,7,6,4
GABARAPL2,24,20,30,29,13,15,26,20,15,9,12,45,16,14,31,7,24,12,16,19,25,24,20,31,31,17,28,23,15,23
GABBR1,5,8,2,6,3,9,5,0,4,1,2,1,0,3,3,7,1,4,7,9,6,4,5,3,3,10,4,4,0,2
GABBR2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
GADD45A,9,7,15,8,33,69,16,16,20,50,11,30,15,73,7,7,20,26,13,31,40,49,16,59,73,7,1,31,46,11
GADD45B,2,4,3,17,4,10,12,2,3,5,5,10,11,16,3,9,8,3,4,8,12,27,5,6,15,21,10,5,18,1
GADD45G,0,0,0,0,0,0,0,1,0,4,3,0,2,0,8,5,5,1,0,0,0,0,0,0,0,0,2,0,0,5
GALT,3,5,4,3,2,3,3,3,4,5,1,4,2,3,4,2,2,3,4,2,3,8,2,3,4,5,4,6,1,5
GAPDH,1802,899,2170,2267,2921,691,2087,1325,1166,1872,1973,2013,1632,2313,1106,954,855,936,1306,979,911,704,2069,1293,641,403,363,2553,648,806
GAS1,11,0,1,0,0,0,9,0,0,15,1,3,0,0,0,0,0,31,0,0,2,0,3,0,0,1,0,2,6,0
GATA4,2,0,2,3,0,0,0,0,0,3,0,0,0,1,0,0,10,0,0,4,0,0,0,0,0,0,1,9,0,0
GCG,0,1,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCGR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDF5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDF6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GDF7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDNF,1,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,21,0,0
GFAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHR,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,20,11,0,2
GHRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
GIPR,0,1,0,0,0,5,0,5,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,4,2,0,0,0
GK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLI1,0,9,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GLI2,3,9,1,0,1,0,2,0,4,0,1,0,0,0,0,0,1,1,2,0,2,3,0,0,0,0,0,2,0,0
GLI3,6,5,3,0,1,0,5,0,0,3,2,4,0,0,0,1,0,6,7,0,8,1,2,1,0,0,3,7,1,4
GLP1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNA11,6,11,10,11,8,11,11,10,12,10,9,8,6,11,21,35,13,7,12,13,13,19,11,9,8,10,10,7,10,8
GNA12,14,10,9,7,5,8,10,11,9,39,12,19,8,11,12,17,5,7,20,10,26,9,9,33,10,11,12,11,9,16
GNA13,19,17,17,20,13,22,17,11,18,11,13,11,13,21,15,33,11,22,12,18,11,17,22,25,24,19,19,12,13,11
GNA14,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
GNA15,0,0,0,0,3,0,0,5,0,0,0,4,8,0,0,0,0,0,0,3,5,0,0,7,0,4,0,0,2,0
GNAI1,6,1,3,16,9,27,3,16,11,12,7,12,14,10,12,5,11,11,3,3,2,6,10,4,5,3,1,7,4,17
GNAI2,36,15,40,20,17,20,40,17,10,33,17,14,9,8,15,5,8,19,45,13,56,23,39,34,20,11,16,22,11,8
GNAI3,4,3,5,2,6,4,3,3,3,3,3,4,3,13,4,3,3,6,3,3,5,9,7,6,5,1,3,3,5,3
GNAL,0,0,0,10,1,1,0,0,1,1,1,0,2,2,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
GNAO1,0,0,2,1,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,2,3,0
GNAQ,13,13,12,8,6,12,9,11,10,12,8,20,8,4,7,21,7,20,12,13,8,20,11,4,7,20,10,17,18,13
GNAS,34,60,122,74,94,41,150,73,37,46,58,161,38,71,36,74,65,129,68,51,83,75,64,43,46,60,79,139,113,60
GNB1,62,60,55,69,63,73,48,69,37,45,42,63,43,63,110,69,67,95,81,49,62,88,94,87,76,59,39,51,72,110
GNB2,57,47,49,70,71,43,50,90,65,64,51,66,56,55,48,122,109,32,67,89,46,37,64,37,47,46,35,47,86,51
GNB3,3,2,2,0,1,1,2,0,1,2,1,0,0,1,1,0,0,0,1,2,1,1,1,0,1,0,0,0,0,0
GNB4,9,9,5,14,6,0,15,0,0,3,5,1,7,3,0,24,0,4,19,0,12,16,15,7,0,0,21,17,9,0
GNB5,3,1,2,2,2,3,3,2,2,4,7,2,2,1,1,1,1,1,2,2,4,5,2,4,1,4,1,1,1,1
GNG10,13,20,13,8,26,9,12,3,9,13,20,18,9,9,9,3,12,18,9,11,14,20,9,12,3,5,17,13,3,29
GNG11,28,0,12,1,15,0,15,0,4,16,18,4,0,78,0,0,1,3,3,0,66,42,34,7,0,0,96,15,39,0
GNG12,64,17,67,27,78,39,55,66,14,41,34,32,14,30,0,30,7,32,23,41,45,121,72,46,17,17,9,91,36,12
GNG13,0,2,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
GNG2,12,0,10,0,0,0,19,0,1,0,0,0,0,0,5,0,0,1,1,0,10,0,6,8,0,0,0,22,0,0
GNG3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,3,0,0,0,0,1,0,0,0
GNG4,5,1,8,4,1,4,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,7
GNG5,51,58,40,82,81,81,29,68,57,64,40,62,42,75,26,23,114,46,151,94,58,28,86,62,73,32,37,41,101,36
GNG7,1,1,1,0,0,6,3,0,0,0,0,0,0,0,1,4,0,0,11,1,2,0,4,0,0,1,0,4,0,1
GNG8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNGT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
GNGT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GNRH1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
GNRH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GNRHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPER1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,1
GPR161,4,1,4,4,3,3,7,0,3,3,0,1,0,0,1,1,1,5,1,3,3,7,22,4,0,1,1,1,1,0
GPRC6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRB10,5,4,3,3,3,8,9,6,6,8,1,0,9,1,19,3,7,5,10,5,15,2,6,18,5,8,7,9,7,4
GRB2,31,33,29,28,31,42,25,31,21,16,28,30,25,28,31,42,27,32,38,27,21,26,35,29,37,24,36,27,26,23
GREM1,0,0,0,4,5,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,23,0,0,0,0,1,0,0,0,1
GREM2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0
GRIA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRIA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GRIA4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GRIN1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4
GRIN2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRIN2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GRIN2C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRIN2D,0,2,0,0,0,8,0,6,4,1,0,0,0,3,0,0,5,0,4,12,1,1,0,0,0,12,0,0,0,0
GRIN3A,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GRIN3B,0,0,0,6,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
GRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRK2,11,11,12,10,15,14,9,32,12,20,11,13,16,17,20,16,26,14,12,12,9,13,30,12,41,24,19,7,16,51
GRK3,0,3,0,3,3,5,0,3,2,0,0,4,0,2,2,2,4,4,6,1,0,1,3,2,1,2,0,1,0,9
GRK4,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,2,1,0,0
GRK5,1,0,5,0,0,1,2,1,0,1,0,2,0,0,0,0,1,0,1,0,1,0,3,1,1,3,0,2,0,0
GRK6,7,16,8,19,14,11,14,9,14,21,14,11,11,13,27,19,12,9,22,9,6,11,18,13,8,16,10,12,17,21
GRK7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRM8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSDMD,13,0,11,17,9,11,12,6,8,29,0,16,0,2,9,21,0,9,4,10,10,12,10,7,4,14,15,4,14,0
GSK3A,13,18,15,18,14,11,13,16,10,11,9,19,15,10,14,21,20,8,25,15,12,12,10,7,13,15,10,12,12,24
GSK3B,10,10,22,18,25,15,17,21,8,14,6,11,8,10,14,29,6,24,11,14,13,12,12,10,10,12,13,15,17,14
GTF2I,10,11,8,3,10,6,6,13,11,8,3,7,6,5,7,16,2,4,7,7,6,7,5,4,11,14,6,6,12,12
GTF2IRD1,4,3,4,4,8,6,2,10,11,8,6,7,10,1,7,15,2,7,6,10,2,8,4,4,23,32,6,3,15,3
GTSE1,18,21,14,4,20,4,21,5,19,9,11,22,7,18,14,20,7,8,10,4,7,18,25,7,4,3,12,15,8,18
GYS1,13,25,24,5,9,9,31,19,15,10,12,30,13,10,7,14,15,9,18,18,20,13,13,2,4,11,13,32,15,23
GYS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBEGF,2,0,2,2,13,5,6,5,5,1,1,6,11,2,0,0,3,2,2,1,0,2,3,9,8,3,0,4,6,6
HCAR1,0,0,0,0,0,0,0,28,0,0,0,14,0,0,0,1,0,1,0,0,1,0,0,6,0,9,7,0,2,1
HCAR2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
HCAR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCK,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HDAC1,44,117,62,55,50,50,57,66,68,46,21,61,41,55,30,14,58,37,42,32,41,56,73,51,37,40,47,57,30,69
HDAC2,12,8,11,10,9,11,8,9,13,14,9,5,9,10,11,23,13,15,14,5,9,13,8,12,14,6,5,11,11,13
HDAC3,14,16,17,16,18,14,16,13,22,14,14,12,11,13,23,9,18,9,25,15,10,18,19,13,13,17,18,13,6,13
HDAC4,4,1,1,1,1,3,2,2,1,4,4,0,4,1,15,1,1,0,1,1,1,3,5,1,23,3,0,1,0,2
HDAC5,3,8,8,9,1,6,4,8,4,1,0,3,1,3,2,5,4,4,18,4,4,2,5,3,1,9,13,4,6,8
HES1,6,6,8,19,9,16,10,27,19,4,0,7,13,10,10,16,54,12,3,1,8,12,8,11,9,58,12,26,49,2
HES5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEY1,22,4,3,0,0,1,10,0,1,0,0,0,4,0,1,0,1,1,0,11,1,1,33,0,1,0,0,14,0,0
HEY2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,7,0,0,0,2,0,0,0,3,2,0,0
HEYL,0,4,0,2,3,4,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0,3,0,0,0,0
HGF,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,4
HHAT,2,0,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,3,4,0,1,2,0,0,0
HHATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
HIF1A,112,34,58,21,92,41,103,17,18,44,25,39,99,48,28,16,14,60,53,17,60,217,52,279,26,22,22,86,14,28
HJV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HK1,40,23,35,6,30,14,43,21,9,128,31,36,57,9,15,31,23,13,48,32,41,31,49,16,18,15,55,38,27,29
HK2,21,23,23,2,5,11,49,20,16,22,17,21,25,20,28,12,15,6,7,36,25,3,27,10,22,1,3,45,25,5
HK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKDC1,0,0,2,0,0,2,1,23,4,26,1,1,79,0,0,0,0,8,0,0,1,52,0,3,33,30,0,2,2,0
HMGCR,14,24,26,36,19,16,25,21,29,7,17,31,10,11,14,18,10,26,44,8,8,27,49,13,10,20,15,14,23,23
HMGCS1,17,21,12,26,37,10,15,32,34,6,20,41,11,15,18,94,21,76,65,6,9,36,74,35,8,14,33,7,88,87
HMGCS2,0,0,0,0,0,0,0,25,154,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0
HMOX1,3,5,6,23,17,7,5,3,2,25,14,25,16,39,2,2,0,0,4,12,16,28,12,6,0,1,3,7,1,0
HNF4A,0,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,7,0,0,0,0
HOMER1,2,5,4,5,5,7,3,3,5,3,1,3,4,4,2,2,0,6,7,4,1,4,1,1,8,5,3,3,1,0
HOMER2,0,2,1,2,3,0,1,0,0,2,1,2,2,0,7,3,0,1,3,0,2,4,2,0,3,1,1,1,0,16
HOMER3,8,3,13,6,5,12,13,1,4,15,2,13,2,4,0,7,3,13,5,18,14,11,7,9,7,4,3,6,19,2
HRAS,16,14,15,39,11,13,22,24,21,11,15,19,13,14,12,14,14,13,29,5,15,28,25,12,14,8,24,17,6,18
HRC,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0
HRH1,1,0,1,0,1,2,1,1,1,17,1,1,1,1,0,0,0,3,0,5,8,4,0,3,1,2,0,0,0,0
HRH2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0
HSP90AA1,1104,358,497,517,822,380,576,104,284,335,1276,255,405,389,322,397,367,733,215,370,176,494,337,354,180,298,522,493,263,207
HSP90AB1,1150,1121,951,638,1333,610,1058,371,800,626,1488,482,627,1565,528,625,481,666,585,610,436,625,1070,442,390,474,710,665,564,859
HSP90B1,352,310,270,251,263,339,637,162,248,173,272,242,265,265,281,106,423,305,135,137,456,294,285,284,161,139,232,706,261,431
HSPA1A,76,0,20,32,51,0,8,28,0,54,58,56,7,31,7,19,57,31,8,1,13,35,31,19,5,1,31,17,9,2
HSPA1B,33,25,17,18,39,26,15,39,25,39,41,39,21,17,6,24,37,22,5,34,11,30,36,13,5,25,16,16,10,13
HSPA1L,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
HSPA2,1,0,1,4,10,0,6,0,0,3,1,36,0,4,0,1,2,4,0,0,2,23,0,1,2,0,1,21,1,0
HSPA6,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
HSPA8,875,533,647,451,505,359,539,358,589,540,681,236,315,433,219,213,425,362,359,394,267,413,456,442,266,359,609,456,344,524
HSPB1,57,56,52,412,126,100,144,50,22,263,46,584,29,137,10,19,43,137,81,103,97,99,164,106,57,246,414,176,165,0
HTR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTR1B,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
HTR1D,0,0,0,0,3,3,0,3,5,0,0,2,0,1,0,1,0,0,0,0,0,1,0,4,0,4,0,0,0,0
HTR1E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTR1F,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTR2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTR2B,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,2,0,0
HTR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTR5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HTR7,4,0,9,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,3,3,0,0,0,3,0,0
IBSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
