symbol,786-O,A-375,A-427,A-498,A-549,A-673,A2058,A2780,ACHN,BT-549,CCRF-CEM,COLO 205,Caki-1,Caov-3,DU145,EKVX,HCC2998,HCT 116,HCT 15,HDLM-2,HOP-62,HOP-92,HT-144,HT-29,Hs 578T,Huh-7,IGROV-1,K-562,KM12,L-1236,L-428,LOX-IMVI,LoVo,M14,MCF-7,MDA-MB-231,MDA-MB-436,MDA-MB-468,MMAc-SF,MOLT-4,MZ-MEL-7,NCI-H1650,NCI-H2122,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H520,NCI-H522,OCUB-M,OV-90,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PA-1,PC-3,RD,RKO,RPMI-7951,RPMI-8226,RXF 393L,SF268,SF295,SF539,SK-MEL-2,SK-MEL-28,SK-MEL-30,SK-MEL-5,SK-MES-1,SK-OV-3,SN12C,SNB-75,SR,SW620,SW837,T-47D,T98G,TC-71,TK-10,U-251MG,UACC-257,UACC-62,UO-31,UWB1.289,VCaP,WM115
RPS6KA4,0,-1,1,-1,0,1,0,0,0,-1,0,0,0,1,0,-1,0,-1,0,-1,-1,0,-1,1,1,-1,0,0,0,-1,-1,1,1,0,-1,1,1,1,1,0,-1,0,-1,-1,-1,1,-1,-1,1,1,1,-1,0,1,1,0,1,0,1,0,1,-1,1,1,-1,-1,-1,1,-1,0,2,0,-1,0,1,0,1,0,0,-1,-1,-1,-1,1,1,2,0
RPS6KA5,0,-1,0,-1,0,0,0,0,-1,-1,0,0,-1,2,1,0,0,0,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,1,0,-1,-1,-1,0,0,0,-1,-1,0,1,1,-1,1,1,0,1,1,1,-1,0,1,0,0,-1,-1,-1,0,-1,-1,0,-1,-1,0,1,0,-1,0,0,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,0,0
RPS6KB1,0,1,1,1,1,0,0,0,1,-1,0,1,2,1,0,1,0,2,0,-1,1,1,0,0,-1,-1,0,0,0,1,0,1,0,0,2,0,-1,-1,1,1,0,0,1,0,0,-1,1,1,1,1,1,0,-1,0,1,0,1,1,0,-1,0,-1,1,1,1,1,1,0,1,1,0,-1,-1,0,0,0,1,0,1,1,1,1,1,-1,0,0,0
RPS6KB2,0,0,1,-1,0,1,0,0,0,-1,0,0,0,1,0,2,1,-1,0,-1,-1,1,-1,1,1,2,0,0,0,-1,-1,1,1,0,1,1,-1,1,1,0,-1,0,-1,-1,2,1,-1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,-1,-1,-1,1,2,-1,1,2,0,-1,0,1,0,1,0,0,2,-1,-1,-1,1,1,2,0
RPTOR,0,-1,1,0,1,0,0,0,1,-1,0,1,1,0,0,1,0,1,0,-1,1,1,0,-1,-1,-1,0,0,-1,-1,1,1,0,0,-1,0,-1,1,1,1,0,-1,0,0,0,-1,1,0,1,1,0,-1,1,1,-1,0,1,1,1,-1,0,-1,1,1,-1,1,0,1,2,1,0,0,-1,0,1,0,1,0,1,1,1,-1,0,-1,0,1,-1
RRAGA,0,1,-1,1,0,-2,0,0,-2,2,-1,0,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,0,-1,-1,0,-1,0,1,-1,1,0,-1,-1,-2,-1,-1,-1,0,0,0,-1,-1,-1,-2,0,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-2,0,1,0,-1,-1,-1,-1,-1,-1,1,-2,-1,0,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1
RRAGC,0,0,0,-1,-1,0,0,0,-1,1,0,0,0,2,-1,2,0,-1,0,-1,-1,0,-1,0,1,-1,-1,1,0,0,-1,0,0,1,-1,-1,1,1,-1,0,0,0,1,0,-1,-1,-1,2,1,0,0,-1,0,0,-1,0,0,1,0,0,1,0,1,0,1,0,1,1,-1,1,0,0,0,0,-1,0,-1,-1,1,1,1,1,0,-1,0,0,-1
RRAGD,0,-1,0,-1,-1,0,0,0,0,1,0,-1,-1,1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,0,0,-1,-1,-1,1,1,-1,-1,0,0,-1,0,0,-1,0,1,0,-1,0,0,0,0,1,0,0,0,0,1,-1,-1,1,0,1,0,0,-1,-1,1,0,-1,1,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,0
RRAS,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,1,0,1,0,0,-1,1,-1,0,0,0,-1,0,-1,0,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,-1,0,1,1,0,0,-1,1,-1,1,1,-1,1,-1,-1,1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,-1
RRAS2,0,-1,0,1,0,-1,0,1,0,-1,0,1,-1,-1,-1,0,0,0,0,0,0,-1,0,1,-1,-1,-1,0,0,-1,0,1,1,0,-1,0,-1,-1,1,0,0,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,0,0,-1,-1,1,1,0,0,0,1,-1,0,1,0,1,-1,0,1,-1,-1,0,-1,-1,0,-1,-1,1,-1,0,0
RRM2,0,-1,1,1,1,0,0,0,1,-1,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,1,-1,0,0,0,1,-1,1,0,0,-1,-1,1,1,0,0,0,0,1,0,1,1,1,-1,1,1,1,1,-1,1,-1,0,0,1,0,1,0,1,-1,0,1,0,1,0,1,-1,-1,1,-1,0,0,0,-1,-1,0,1,0,0,1,-1,1,-1,0
RRM2B,1,0,-1,1,0,-2,1,0,0,1,0,1,1,0,1,1,0,2,0,0,1,1,0,1,2,1,1,0,1,0,1,1,0,-1,2,1,-1,-1,1,1,1,1,-1,0,1,1,0,1,-1,1,1,-1,1,1,1,0,1,1,2,1,0,2,-1,0,1,0,1,0,1,0,0,0,0,-2,0,0,1,1,2,1,0,1,1,1,1,1,0
RSPO1,0,0,0,-1,-1,0,0,0,-1,1,0,0,0,2,-1,-1,0,-1,0,-1,-1,0,-1,0,1,-1,0,1,0,0,-1,0,0,1,-1,-1,1,1,-1,0,0,0,-1,0,-1,-1,-1,2,1,0,0,-1,0,0,-1,0,0,1,0,0,1,0,1,0,1,0,1,1,-1,1,0,0,0,0,-1,0,-1,-1,1,1,1,1,0,-1,0,0,-1
RSPO2,2,1,-1,1,1,-2,1,0,0,1,0,1,1,0,1,1,0,2,0,2,1,1,0,1,2,1,1,0,2,0,2,2,0,-1,2,1,-1,-1,1,1,1,2,-2,1,1,-1,0,2,0,1,0,0,-1,2,1,0,1,1,1,1,1,2,-1,0,1,1,1,0,1,-1,1,0,0,0,0,0,2,1,2,1,0,2,1,2,1,1,0
RSPO3,0,-1,0,-1,-1,0,0,-2,0,1,0,-1,-1,-1,-1,1,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,0,-1,2,0,0,-1,-1,-1,1,1,-1,1,0,1,-1,0,-1,-1,0,1,0,1,0,0,-1,0,-1,0,0,0,-1,1,-1,-1,1,0,0,0,0,2,-1,1,1,-1,0,0,1,0,-1,-1,0,-1,0,-1,-1,0,0,0,0
RSPO4,0,-1,0,-1,1,0,0,0,0,0,1,1,-1,1,0,1,0,0,0,-1,1,-1,-1,0,1,1,1,-1,0,1,0,0,0,1,-1,0,0,1,-1,1,1,0,1,-1,0,-1,1,-1,-1,1,1,-1,0,1,1,2,1,0,1,1,0,1,1,0,0,-1,1,1,1,-1,0,-1,1,0,1,-1,0,1,1,1,-1,1,0,1,0,1,0
RUVBL1,0,-1,1,-1,-1,0,0,0,0,0,0,1,1,1,-1,-1,0,0,0,-1,0,0,1,1,1,1,-1,-1,0,0,0,0,0,1,-1,-1,-1,0,-1,0,1,0,-1,0,1,-1,-1,1,-1,1,0,1,1,0,1,0,-1,0,0,1,0,1,-1,0,1,1,1,1,0,1,0,-1,0,0,0,0,0,-1,-1,0,0,0,2,1,1,0,0
RXFP1,-1,-1,0,0,-1,1,0,0,0,-1,0,0,0,-2,-2,0,0,0,0,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,-1,0,-1,1,0,-1,-1,-1,1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0
RXFP2,-1,0,-1,-1,-1,0,1,0,0,1,0,1,1,1,-1,-1,1,0,0,2,-1,-1,0,1,-1,-1,-1,-1,0,-1,-1,0,0,0,1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,0,1,0,1,-1,-1,1,0,-1
RXFP3,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,2,-1,0,1,0,1,0,1,0,0,-1,-1,1,1,1,0,-1,0,0,1,1,0,1,1,1,1,0,1,1,-1,1,1,-1,1,-1,1,0,0
RXFP4,0,1,1,1,-1,0,1,1,1,1,0,1,1,-1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,-1,-1,1,0,1,0,1,1,1,0,1,1,0,2,1,1,-1,0,0,1,1,-1,1,0,1,0,1,0,0,1,0,1,-1,-1,0,1,0,0,1,0,1,1,1,-1,0,-1,1,0,0
RXRA,0,-1,-1,0,-1,0,0,0,-1,1,0,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,1,0,-1,-1,0,0,0,1,0,1,0,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,0,1,0,0,1,2,-1,1,0,-1,0,1,-1,-1,-1,0,-1,-1,-1,1,0,-1,0,1,-1,0,1,1,-1,-1,-1,1,1,-1
RXRB,0,-1,0,-1,-1,0,1,0,0,1,0,-1,-1,0,0,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,-1,1,-1,1,-1,1,0,0,0,1,-1,1,-1,1,0,-1,-1,0,-1,-1,-1,-1,1,1,0,-1,1,0,1,0,0,0,0,0,0,-1,1,0,1,0,-1,1,-1,-1,0,1,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,1,-1
RXRG,0,1,1,1,0,0,1,1,1,1,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,1,1,0,1,0,0,0,0,-1,0,0,1,0,-1,2,0,1,0,0,1,1,1,1,1,0,0,1,1,-1,0,1,1,1,-1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,-1,1,0,0
RYK,0,0,1,-1,-1,0,0,0,0,0,0,1,1,1,-1,-1,0,0,0,0,0,1,1,0,1,1,-1,-1,0,0,0,0,0,1,-1,-1,1,0,-1,0,1,0,0,-1,1,-1,-1,1,-1,1,0,2,1,0,1,0,-1,0,0,1,1,1,-1,0,1,1,1,1,0,1,0,-1,1,0,-1,0,0,-1,-1,0,0,-1,2,1,1,0,0
RYR1,-1,0,0,1,1,0,0,0,-1,-1,0,1,-1,2,0,-1,0,-1,0,2,1,-1,0,1,0,1,0,0,0,0,-1,0,0,0,-1,0,-1,1,-1,0,0,1,1,-1,-1,-1,-1,0,-1,1,1,2,1,1,-1,0,-1,1,0,0,-1,1,0,1,1,-1,1,-1,-1,-1,0,0,0,0,-1,0,-1,-1,0,-1,-1,1,0,-1,0,1,-1
RYR2,0,2,-1,1,1,-2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,-1,0,1,1,1,0,2,1,1,-1,0,1,2,1,1,-1,0,1,1,0,1,0,-2,0,-2,-1,1,1,1,0,1,1,1,-1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,-1,1,0,1
RYR3,0,0,-1,0,1,0,0,0,0,-1,0,1,0,-1,1,1,0,0,2,-2,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,1,0,-1,-1,0,-1,1,0,1,0,1,-1,0,1,1,1,0,0,1,0,-1,1,-1,0,1,0,1,1,-1,0,0,-1,1,0,-1,-1,0,1,0,-1,-1,0,0,0,0,-1,-1,1,1,1,0,-2,-1,0,0
S100A7,0,1,1,1,-1,0,1,1,1,1,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-1,0,1,1,1,-1,1,0,1,0,1,0,0,1,1,1,2,-1,0,1,0,0,1,0,1,1,1,-1,0,-1,1,1,1
S100A7A,0,1,1,1,-1,0,1,1,1,1,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-1,0,1,1,1,-1,1,0,1,0,1,0,0,1,1,1,2,-1,0,1,0,0,1,0,1,1,1,-1,0,-1,1,1,1
S100A8,0,1,1,1,-1,0,1,1,1,1,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-1,0,1,1,1,-1,1,0,1,0,1,0,0,1,1,1,2,-1,0,1,0,0,1,0,1,1,1,-1,0,-1,1,1,1
S100A9,0,1,1,1,-1,0,-1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-1,0,1,1,1,-1,1,0,1,0,1,0,0,1,1,1,2,-1,0,1,0,0,1,0,1,1,1,-1,0,-1,1,1,0
S1PR1,0,1,-1,-1,-1,0,0,0,0,1,0,-1,0,0,-1,1,0,0,-2,0,-1,1,-1,0,1,0,0,0,0,0,1,0,-2,1,-1,1,-1,1,0,0,-1,1,-1,0,0,0,-1,-1,1,-1,0,0,-1,0,2,-1,1,1,-1,1,-1,1,1,0,1,1,0,1,-1,1,0,-1,1,0,0,-1,-1,0,1,1,1,0,-1,-1,1,0,-1
S1PR2,-1,0,0,0,-1,0,-2,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,0,1,0,1,1,1,-1,0,1,0,1,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1
S1PR3,0,0,-1,1,-1,0,0,0,0,1,0,0,-1,-1,0,-1,0,0,0,0,-1,-1,-1,0,-1,1,0,-1,0,-1,-1,0,0,-1,0,0,1,0,1,0,0,0,-1,0,0,-1,1,-1,0,1,1,-1,-1,0,0,0,0,1,1,-1,-1,-1,0,0,1,0,0,-1,0,-1,0,-1,1,0,0,0,-1,-1,0,1,1,-1,-1,-1,-1,0,0
S1PR4,-1,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-2,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,0,-1,1,1,-1,0,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1
S1PR5,-1,0,0,0,-1,0,-2,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,0,1,0,1,1,1,-1,0,1,0,1,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1
SAV1,-2,-1,0,-1,0,0,0,0,-2,-1,0,0,-1,-1,2,0,0,0,-2,0,0,0,0,-1,-1,0,0,-1,0,-1,1,0,0,-1,1,1,-1,-1,-1,0,0,0,1,0,0,1,1,-1,0,-1,0,1,0,1,1,0,1,0,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,1,0,0,0,0,0,0,1,-1,-1,-1,0,-1,0,1,0,0,0
SCD,0,0,0,1,0,0,-1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,1,-1,1,-1,0,1,-1,0,0,0,-1,1,0,-1,-1,1,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,0,0,1,-1,0,-1,0,-1,-1,-1,-1,0,-1
SCD5,-1,-1,0,-1,-1,-2,0,0,0,-1,0,0,0,-1,-1,1,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,-1,-1,0,-1,0,0,-1,-1,-1,1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,1,0
SCP2,0,-1,0,-1,-1,0,0,0,-1,1,0,0,0,2,-1,2,0,-1,0,-1,-1,0,-1,-1,1,-1,0,1,0,0,-1,0,0,1,-1,-1,1,1,-1,0,0,0,-1,-1,0,0,-1,-1,1,0,0,1,0,0,1,0,0,1,-2,0,2,1,1,0,1,-1,1,1,-1,1,0,0,0,0,1,-1,-1,1,1,1,1,1,0,-1,0,0,0
SCRIB,1,-1,1,1,1,1,1,0,-1,1,-1,-1,1,0,0,-1,0,1,0,-1,1,1,0,1,2,0,1,0,1,1,2,2,0,0,0,0,1,-1,1,1,1,1,0,0,2,1,-1,1,1,2,1,0,2,1,2,0,1,1,2,0,-1,1,1,0,1,-1,0,0,1,0,0,0,0,0,-1,0,1,1,-1,1,-1,0,0,1,2,1,0
SEC13,0,0,0,-1,0,0,-1,0,-1,1,0,-1,1,1,-1,-1,0,-1,0,-1,1,0,1,-1,1,1,-1,1,0,0,1,0,0,0,1,0,1,-1,-1,0,1,0,-1,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,1,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1,-1,0,1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,0
SEH1L,0,-1,1,-1,-1,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,-1,1,0,-1,1,1,2,-1,0,-1,0,0,0,0,1,1,0,-1,1,-1,-1,0,0,-1,0,-1,-1,0,-2,1,-1,1,1,-1,1,1,0,1,0,0,-1,1,1,0,0,-1,0,-1,-1,-1,1,0,1,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0
SELE,0,1,1,1,0,0,1,1,1,1,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,1,1,0,1,0,0,0,0,1,1,0,1,1,-1,2,0,-1,0,0,1,1,1,1,1,0,0,1,1,-1,0,-2,1,0,-1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,2,1,0,1,0,1
SENP2,0,-1,0,-1,-1,0,1,0,0,0,0,1,1,2,1,-1,0,0,0,2,-1,1,1,0,1,0,-1,0,0,-1,0,0,0,1,0,0,-1,-1,-1,0,1,0,0,0,1,1,-1,2,1,1,0,1,0,1,-1,0,0,0,0,1,1,-1,-1,0,1,1,1,1,1,1,0,-1,1,0,1,0,2,1,-1,0,1,-1,1,1,2,0,0
SERPINB5,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,-1,0,-1,0,0,-1,2,-1,-1,-1,-2,-1,0,-1,-2,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,1,0,-1,0,-1,0,-1,-1,-1,1,0,0,-1,0,-2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0
SERPINE1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,-1,0,1,0,1,1,1,1,1,0,1,1,0,1,2,2,0,1,0,1,1,1,0,1,0,1,-1,1,-1,1,1,1,-1,2,0,-1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,-1,-1,-1,1,1,1,0,-1,0,0,1,-1,-1,1,1,1,1,1
SERPINF1,0,-1,-1,1,1,0,-1,0,1,1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,0,-1,0,-1,1,0,0,2,-1,0,1,-1,1,-1,0,0,1,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,1,0,-1,1,0,-1,-1,-1,1,1,0,-1,0,-1,0,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,1,0,0,-1,1,1,0
SESN1,0,-1,0,-1,-1,0,0,-1,0,1,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,0,0,-1,-1,-1,1,1,-1,1,0,-1,-1,0,-1,-1,0,0,0,2,0,0,-1,0,-1,0,0,0,0,1,-1,-1,1,0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,0
SESN2,0,0,0,-1,-1,0,0,0,-1,1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,1,-1,0,1,0,0,-1,0,0,1,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,-1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,1,0,-1,0,0,-1
SESN3,0,0,1,-1,-1,1,0,0,0,0,0,0,-1,1,0,2,1,0,0,0,-1,-1,-1,1,1,0,0,0,0,-1,0,1,1,1,-1,1,-1,-1,1,0,0,0,-1,0,-1,1,0,1,1,-1,0,-1,2,1,1,0,1,0,0,1,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,1,1,1,0,-1,-1,-1,0,0,1,1,1,0
SETD7,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,1,0,0,0,0,0,0,-1,0,-1,1,-1,0,0,-1,-1,-1,0,-1,0,0,1,-1,-1,1,0,-1,-1,-1,0,0,0,-1,0,0,-1,0,-1,0,1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,0,0
SFN,0,0,0,-1,-1,0,0,0,-1,1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,1,-1,0,1,0,0,-1,0,0,1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,-1,0,0,1,0,0,1,0,1,0,1,0,1,1,-1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,1,0,-1,0,0,-1
SFRP1,-1,-1,0,-1,0,0,0,0,0,1,0,-1,0,-1,0,-1,0,0,0,-1,1,-1,-1,-1,1,1,1,0,0,-1,1,1,0,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-2,-1,-1,0,1,1,1,-1,1,1,0,-1,1,1,-1,-1,-1,0,0,1,0,-1,0,-1,-1,0,-1,0,0,0,0,1,0,1,1,0,-1,0,0,0,-1,0
SFRP2,-1,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1,-2,1,0,0,0,0,0,0,-1,0,-1,1,-1,0,0,-1,0,-1,0,-1,0,0,-1,-2,-1,1,0,-1,-1,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0
SFRP4,1,0,1,1,0,0,1,0,1,1,0,0,1,2,1,1,1,0,0,-1,0,1,1,1,1,0,1,0,0,1,0,-1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,-1,0,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,0,-1,1,1,-1,0,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1
SFRP5,0,0,0,1,0,0,-1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,-1,0,-1,-1,0,-1,0,-1,0,0,0,-1,-1,0,-1,-1,-1,0,0,0,0,-1,0,-1,1,-1,1,-1,0,0,0,0,0,0,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,0,1,-1,0,-1,0,-2,-1,-1,-1,0,-1
SGK1,0,-1,0,-1,-1,0,0,-2,0,1,0,2,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,0,0,-1,-1,-1,1,1,-1,1,0,-1,-1,0,0,-1,0,0,0,2,0,0,-1,0,-1,0,0,0,-1,1,-1,-1,-1,0,0,0,0,-1,-1,1,1,-1,0,0,1,0,-1,-1,0,-1,0,-1,-1,-1,1,0,0
SGK2,0,1,1,1,0,0,0,0,0,1,1,1,1,-1,0,0,0,-1,0,-1,-1,1,1,1,1,1,1,0,1,1,-1,1,0,1,1,1,-1,0,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,-1,2,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,0
SGK3,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1,-1,0,2,0,0,1,1,0,1,2,1,1,0,0,0,1,1,0,-1,0,-1,1,-1,1,1,1,0,1,0,1,-1,0,1,0,1,0,1,2,1,1,0,1,1,1,1,-1,1,0,0,1,1,1,0,1,0,0,-1,0,0,0,0,1,1,1,1,0,2,1,1,1,1,0
SH2B1,0,-1,0,1,0,0,0,0,1,-1,0,0,0,1,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,-1,0,0,0,1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,1,0,0,0,-1,1,1,-1,0,-1,0,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,2,-1,0
SH2B2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,-1,0,1,0,1,1,1,1,1,0,1,1,0,1,2,2,0,1,0,1,1,1,0,2,0,1,-1,1,-1,1,-1,1,-1,2,0,-1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,-1,-1,1,1,1,0,-1,0,0,1,-1,1,1,1,1,1,1
SH2B3,-1,0,0,-1,0,0,0,0,1,-1,0,0,1,-1,0,-1,0,0,0,-1,-1,0,0,0,-1,1,0,0,1,-1,-1,1,1,0,-1,0,-1,-1,1,0,0,0,1,0,1,-1,1,0,-1,1,1,0,-1,0,1,0,1,0,1,-1,0,-1,-1,0,0,-1,0,0,1,1,0,1,-1,0,0,0,1,-1,-1,-1,-1,2,0,1,1,1,0
SH2D2A,0,1,1,1,-1,0,1,1,1,1,0,1,1,-1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,-1,-1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,-1,0,0,1,1,-1,1,0,1,0,1,0,0,1,0,1,-1,-1,0,1,0,0,1,0,1,1,1,-1,0,-1,1,0,0
